date,y,price_index,promo_flag,holiday_flag,search_spend,social_spend,display_spend,email_spend,brand_burst_flag
2021-01-01,106.00592874087897,99.2571654674652,0,0,52.4525859112979,36.0891475421695,21.009099803734006,5.972381118825245,0
2021-01-02,103.27741139843864,99.38286062226659,0,1,55.61095691726116,34.69253731025635,19.65022255781099,6.128651075816534,0
2021-01-03,112.84433692465889,100.4447865107128,0,1,56.60007022790687,33.19381997325983,20.723480389600148,6.36605923724808,0
2021-01-04,111.15246873549341,100.62068305278427,0,0,58.54739725059505,33.24902822190526,20.31734674412916,6.020051762631973,0
2021-01-05,93.04061521352226,99.31004068172332,0,0,61.03131724422267,33.5085389313836,19.28884250318789,6.381188836220974,0
2021-01-06,93.1848517370824,100.4694300173545,1,0,63.2915158770317,30.724071580711914,19.071698890111577,6.190972455729968,0
2021-01-07,101.74050153972246,99.62708502887531,0,0,64.51971423125694,30.45361104643761,19.349043069831794,6.049300868876219,0
2021-01-08,103.3747883654702,100.01155362334022,0,0,65.71640832540672,30.474719170747868,18.85429463930608,6.354801848788849,0
2021-01-09,108.47995223121355,100.99186109105345,0,1,66.75572947209972,30.151995422091176,19.408248145301403,5.540303066258699,0
2021-01-10,105.33056130506917,100.56524106381606,0,1,64.56105412300563,28.93190980357116,18.825254261637337,6.338816996184191,0
2021-01-11,111.39561868638434,100.55711039161554,0,0,65.9625004367248,28.12260703068945,19.445626655568695,6.430011603546128,0
2021-01-12,106.15454689490132,101.33615325091988,0,0,63.25087249447169,27.857318240330258,19.887848717605294,7.07048370793634,0
2021-01-13,100.58580169089842,99.50728446126514,1,0,61.66167358422158,27.993518275745327,19.82692566289736,6.532773829626931,0
2021-01-14,107.12612765925601,99.30988751750522,0,0,64.26880371983776,28.90070564957118,19.38554335053141,6.071191267612834,0
2021-01-15,107.83836069010435,99.49451441083998,0,0,65.94924404522615,30.521989956997487,19.537084146296674,5.490241156812928,0
2021-01-16,105.17602971981424,99.82184926261537,0,1,68.92404062459788,30.080468371706612,20.087337889330374,5.615389993145348,0
2021-01-17,112.9093172517526,98.35181456999567,0,1,68.3806918572233,29.396234077533574,22.149137042061984,5.648381644104471,0
2021-01-18,102.93137500579077,99.85480023431224,0,0,66.07619417466975,30.052717587835033,23.088557463860162,5.41617573448888,0
2021-01-19,107.93719961763789,99.61880048767357,0,0,65.59531978052907,30.968984962451316,24.064547413676006,4.909141138046241,0
2021-01-20,100.30997036294542,100.54863183717846,0,0,65.79938237501023,30.31768431256299,27.15305960853629,4.275843003180819,0
2021-01-21,100.82079272472089,100.24669356530703,0,0,65.95735980769024,31.503274528012245,27.66901808530413,4.2516010529454915,0
2021-01-22,102.72700487834432,99.57951236056147,0,0,68.22472076520364,32.97265253974621,28.153661596615834,4.0188076631511915,0
2021-01-23,115.89848756769872,100.41297259175403,1,1,67.50217991519675,34.91018223823421,28.85767667093749,3.67600416697206,0
2021-01-24,110.08977884748855,100.50628414187663,0,1,68.2062488588026,37.57766359831395,27.848710693349236,4.449548910037865,0
2021-01-25,106.33183549640796,99.46201794714601,0,0,66.22899455993338,36.27803939032479,27.404809056930482,4.408386070941498,0
2021-01-26,102.38441124965487,99.65488302123231,0,0,67.12962911602102,36.29888670432356,26.898639790238146,5.043407537904961,0
2021-01-27,104.64326717454165,98.44224576903142,0,0,67.13584621639228,36.315803249251545,27.54625376745771,4.7767814465636125,0
2021-01-28,104.42075640248487,99.2365380179415,0,0,65.63621953982326,36.16869289645279,27.37207920523651,4.899169588462941,0
2021-01-29,108.46425439503052,99.48027130770349,0,0,65.16456081547355,35.19479851703758,27.510302630710814,4.871431580334773,0
2021-01-30,112.2088927132428,100.05191632362421,0,1,64.7962093224431,32.966455512190976,28.597757250859278,4.022620425575712,0
2021-01-31,122.06124513836059,99.33823212444813,0,1,64.25589906376891,33.10547468123448,29.460907989563417,4.736789578707668,0
2021-02-01,106.67912236349048,99.64058360906563,0,0,67.79858154830427,31.95294119191261,29.29918698652217,4.66921277519146,0
2021-02-02,102.04053357803564,99.14226852289218,0,0,67.60168954368852,32.08193141303405,28.62919188964395,5.042421885007941,0
2021-02-03,97.44118585414978,100.11977972897189,0,0,67.11389732333384,30.89086610048577,29.764466621297135,4.666407523777161,0
2021-02-04,105.28526828144936,100.29800021620943,0,0,62.91899540811356,29.241378581719257,30.538357802207003,4.583985332987279,0
2021-02-05,111.69629496541867,100.28165574389388,0,0,61.13058070415461,29.592826122284603,28.932100983911617,4.150559153025601,0
2021-02-06,109.52615968552288,100.00865279233368,0,1,60.6044338552419,29.819208412494348,28.61894704500334,4.7685583944072985,0
2021-02-07,107.3036119096993,98.92124890244902,0,1,59.23272850288862,30.688131369475748,28.784462507020102,4.924263068132636,0
2021-02-08,104.71850426752891,99.566032435275,0,0,61.996143689644214,33.96692701910219,29.56329222414113,5.10778983147308,0
2021-02-09,107.7621767774139,99.71488532937705,0,0,61.66626813885178,34.382861315918454,30.473393719080903,5.786881905025569,0
2021-02-10,105.72697641843506,99.71769328095556,0,0,64.24315663748828,35.11048396651465,30.757299720256377,6.365052553475081,0
2021-02-11,105.5769573298942,100.05248685259289,0,0,64.36656590558901,33.49414197321366,31.342547251615233,6.747723821543223,0
2021-02-12,103.05032790829105,100.99787896065972,0,0,64.44102157843217,31.5637808124091,31.406684053993388,6.036860148024493,0
2021-02-13,111.71070120721531,100.56846734887922,0,1,64.26342868300716,33.938024982569104,30.732832365812826,5.689020588266151,0
2021-02-14,112.59697984975041,99.30873755410592,0,1,64.27102118625008,32.55280531266914,30.471567974771574,5.187076520260474,0
2021-02-15,110.10993848734213,100.47488201270764,0,0,67.7086111923498,30.986889205466184,30.49055916141168,5.550843367073374,0
2021-02-16,108.8576131341001,100.44821165736602,0,0,63.06938973884736,30.928240823641353,30.45587991139309,5.6361693379484,0
2021-02-17,103.11503626410367,99.43575276893391,0,0,59.06629824997001,30.792952203575272,28.57030700694962,4.940913121133102,0
2021-02-18,105.83560770885761,100.59420614584481,0,0,57.979956587857785,29.439192443910333,28.172823672020186,4.846541014627489,0
2021-02-19,106.99776695354268,99.88773635483831,0,0,58.00901235173292,28.981732615840684,28.229029325109337,4.0994848467680995,0
2021-02-20,112.52865053764236,99.01303255698988,0,1,59.389221201260945,30.825796192315842,27.94765933320364,4.0729066027332195,0
2021-02-21,114.72626258994929,100.318641907246,0,1,60.335395597315895,29.616805779068144,27.70083553769205,3.245220350739627,0
2021-02-22,101.60249689936421,100.15187327653017,0,0,59.56690377155475,27.526297052518885,28.18882690849664,3.5096340974319333,0
2021-02-23,103.24591716324092,99.84062565956992,0,0,61.604991158038274,28.940187483868577,27.109869721448007,3.69861541044897,0
2021-02-24,99.88178187452809,99.97378284051169,0,0,63.66538196434374,29.67863285177563,25.481827507496796,4.652589657122411,0
2021-02-25,100.22905737858899,99.49664016477807,0,0,64.03349762688687,28.747854920802638,25.13365771666012,5.076526301871082,0
2021-02-26,105.66865209833685,100.42709135265798,0,0,65.95881277186055,26.374604396612263,25.89777212216191,4.865069173959831,0
2021-02-27,118.68853176739013,99.96958455584375,0,1,66.50410329872481,25.257669361954417,27.585325161648548,5.274104220597073,0
2021-02-28,107.78712800951607,100.11651419076377,0,1,65.38113724515904,25.17561270668051,28.367453400743287,4.5752722801244845,0
2021-03-01,114.33282356193529,100.24999934710021,0,0,66.77677092315905,26.924120841506237,26.89918964087444,4.094035978283942,0
2021-03-02,97.16866658098684,99.19179006990157,0,0,66.9979971683164,25.36924787920175,26.66682240149767,4.260607244321497,0
2021-03-03,101.16686056634099,99.37400188468257,0,0,67.00067686182538,25.24246805693454,26.9234567825792,3.181482412947533,0
2021-03-04,105.21566511737997,98.45303887826866,0,0,69.94658400620453,26.255185046776887,27.10104789950279,3.1629020204805913,0
2021-03-05,110.16440095048284,100.39531958094328,0,0,65.04483974912435,22.683284036594006,27.640352452445665,2.6527703744213813,0
2021-03-06,115.12874760002764,99.15145298337727,0,1,62.209471408805214,24.233963288502355,26.723303505984905,2.703423901998013,0
2021-03-07,115.99799140090865,100.09279879692696,0,1,59.835330556056476,22.4602874301927,26.788246593535646,2.1645557229743813,0
2021-03-08,107.55049708298718,100.25969175745769,0,0,59.10880926091886,22.9582806703781,27.208569423311776,2.3766797917019757,0
2021-03-09,102.62669781788689,100.42164698722476,0,0,58.5995929213868,23.328305394794217,28.034240376615436,2.3863435035356706,0
2021-03-10,106.96356398115137,99.15718816031476,0,0,55.58494162584071,24.955184981989984,27.228522210002644,3.086526461976336,0
2021-03-11,102.32887578458904,99.95438686730152,0,0,53.61462556121906,25.781571553330295,26.883365342759745,3.089893729027147,0
2021-03-12,100.12492146526368,101.16919629455143,0,0,51.892942204171916,22.215635815735325,24.179547662686407,2.705572326546414,0
2021-03-13,104.9762123452784,101.20002027598902,0,1,56.8077903883237,21.038466945001336,23.55808569510863,2.5821293986327727,0
2021-03-14,107.42931456279835,100.69112616581887,0,1,60.411274283817995,21.245774639031254,23.03367080213759,1.9100112001244067,0
2021-03-15,111.96650503380103,100.23624519717319,0,0,59.587775448448696,20.953304809851574,22.014086293970145,2.1130798274771267,0
2021-03-16,106.2670199576225,99.29642552780824,0,0,58.8606088678351,21.66972090448673,22.1796984442028,2.408004950634763,0
2021-03-17,105.79698534425235,100.50303513777374,0,0,56.56220087345851,22.85377073799129,22.12375301215753,3.642602968981172,0
2021-03-18,101.2532151583931,99.8893851398772,0,0,52.74594004700798,23.766448342635805,19.864539134579918,3.3316849736789695,0
